maxLoad,stressMaxLoad,strainMaxLoad,energyAbsorp,ph,sec_Mn,sec_Mw,sec_polyDisp
27.384,21.193,0.041154,0.052966,4.78,21.5,42.7,1.992
27.384,21.193,0.041154,0.052966,4.78,27.1,56.5,2.081
25.124,34.014,0.04113,0.049,5.805,29.6,108.3,3.658
33.694,46.859,0.044804,0.055654,4.555,28.6,82.2,2.874
33.694,46.859,0.044804,0.055654,4.555,25.9,73.0,2.814
33.694,46.859,0.044804,0.055654,4.585,28.6,82.2,2.874
33.694,46.859,0.044804,0.055654,4.585,25.9,73.0,2.814
28.772,35.853,0.045516,0.057462,4.555,28.6,82.2,2.874
28.772,35.853,0.045516,0.057462,4.555,25.9,73.0,2.814
28.772,35.853,0.045516,0.057462,4.585,28.6,82.2,2.874
28.772,35.853,0.045516,0.057462,4.585,25.9,73.0,2.814
21.101,25.727,0.037392,0.045404,4.645,24.7,59.4,2.402
21.101,25.727,0.037392,0.045404,4.645,23.3,68.2,2.929
21.101,25.727,0.037392,0.045404,4.645,18.1,59.5,3.284
21.101,25.727,0.037392,0.045404,4.66,24.7,59.4,2.402
21.101,25.727,0.037392,0.045404,4.66,23.3,68.2,2.929
21.101,25.727,0.037392,0.045404,4.66,18.1,59.5,3.284
21.101,25.727,0.037392,0.045404,4.645,24.7,59.4,2.402
21.101,25.727,0.037392,0.045404,4.645,23.3,68.2,2.929
21.101,25.727,0.037392,0.045404,4.645,18.1,59.5,3.284
27.103,40.252,0.043248,0.05038,4.645,24.7,59.4,2.402
27.103,40.252,0.043248,0.05038,4.645,23.3,68.2,2.929
27.103,40.252,0.043248,0.05038,4.645,18.1,59.5,3.284
27.103,40.252,0.043248,0.05038,4.66,24.7,59.4,2.402
27.103,40.252,0.043248,0.05038,4.66,23.3,68.2,2.929
27.103,40.252,0.043248,0.05038,4.66,18.1,59.5,3.284
27.103,40.252,0.043248,0.05038,4.645,24.7,59.4,2.402
27.103,40.252,0.043248,0.05038,4.645,23.3,68.2,2.929
27.103,40.252,0.043248,0.05038,4.645,18.1,59.5,3.284
19.397,28.607,0.034274,0.039826,4.645,24.7,59.4,2.402
19.397,28.607,0.034274,0.039826,4.645,23.3,68.2,2.929
19.397,28.607,0.034274,0.039826,4.645,18.1,59.5,3.284
19.397,28.607,0.034274,0.039826,4.66,24.7,59.4,2.402
19.397,28.607,0.034274,0.039826,4.66,23.3,68.2,2.929
19.397,28.607,0.034274,0.039826,4.66,18.1,59.5,3.284
19.397,28.607,0.034274,0.039826,4.645,24.7,59.4,2.402
19.397,28.607,0.034274,0.039826,4.645,23.3,68.2,2.929
19.397,28.607,0.034274,0.039826,4.645,18.1,59.5,3.284
27.521,34.098,0.047316,0.052026,5.055,26.8,74.5,2.781
27.521,34.098,0.047316,0.052026,5.055,23.0,63.6,2.762
27.521,34.098,0.047316,0.052026,4.68,26.8,74.5,2.781
27.521,34.098,0.047316,0.052026,4.68,23.0,63.6,2.762
30.218,36.729,0.03881,0.051296,5.055,26.8,74.5,2.781
30.218,36.729,0.03881,0.051296,5.055,23.0,63.6,2.762
30.218,36.729,0.03881,0.051296,4.68,26.8,74.5,2.781
30.218,36.729,0.03881,0.051296,4.68,23.0,63.6,2.762
30.888,41.431,0.052544,0.057362,4.885,41.7,131.2,3.143
27.062,40.119,0.03748,0.04613,6.08,29.1,105.2,3.621
23.763,28.876,0.031986,0.037758,4.83,24.9,79.0,3.176
43.548,46.05,0.04238,0.072242,4.72,26.0,87.9,3.385
38.484,38.204,0.046962,0.074054,4.82,31.9,106.8,3.353
41.248,39.921,0.05414,0.088962,5.33,28.4,122.0,4.301
23.255,26.203,0.041602,0.04682,4.65,25.3,101.8,4.025
20.907,21.823,0.037452,0.047632,4.93,29.0,68.1,2.352
32.015,22.192,0.041092,0.061666,4.5,20.5,70.9,3.461
35.015,29.885,0.042672,0.059314,4.63,22.8,65.8,2.892
35.415,30.075,0.052424,0.080532,4.685,39.6,83.4,2.107
30.118,27.472,0.04742,0.06487,4.635,51.6,87.2,1.691
25.307,19.231,0.044908,0.056224,4.66,26.9,54.6,2.033
26.394,20.593,0.03851,0.05441,4.555,34.5,60.3,1.746
32.58,29.358,0.045138,0.068788,4.65,34.2,64.4,1.885
76.11,63.603,0.11195,0.30318,6.43,67.9,823.5,12.122
24.239,23.09,0.048692,0.059286,4.83,38.7,78.4,2.024
24.712,22.662,0.046946,0.05523,4.68,48.5,78.7,1.62
24.33,21.959,0.041364,0.059696,4.68,36.3,72.3,1.993
17.197,18.726,0.036314,0.040734,4.55,29.7,58.4,1.97
27.113,21.331,0.046892,0.059184,4.62,41.3,70.2,1.7
45.073,34.992,0.054118,0.096734,5.03,41.1,78.9,1.919
37.678,33.226,0.052722,0.086254,5.0,36.8,75.4,2.046
26.026,21.001,0.035402,0.050792,4.75,19.6,51.4,2.629
34.001,33.672,0.042516,0.074462,4.765,29.5,74.2,2.519
32.035,30.048,0.053134,0.072858,5.045,52.9,90.4,1.707
32.035,30.048,0.053134,0.072858,5.045,22.9,56.9,2.489
32.035,30.048,0.053134,0.072858,4.68,52.9,90.4,1.707
32.035,30.048,0.053134,0.072858,4.68,22.9,56.9,2.489
22.248,21.685,0.039526,0.04623,5.045,52.9,90.4,1.707
22.248,21.685,0.039526,0.04623,5.045,22.9,56.9,2.489
22.248,21.685,0.039526,0.04623,4.68,52.9,90.4,1.707
22.248,21.685,0.039526,0.04623,4.68,22.9,56.9,2.489
32.695,30.794,0.03987,0.064576,4.69,32.0,63.8,1.996
18.275,24.028,0.037098,0.042472,5.127,42.1,84.0,1.994
20.117,23.337,0.037076,0.044026,5.4,30.3,52.0,1.717
30.335,23.88,0.067412,0.096212,6.325,46.5,122.5,2.632
30.335,23.88,0.067412,0.096212,6.325,23.0,74.0,3.216
30.335,23.88,0.067412,0.096212,6.325,64.0,136.1,2.127
30.335,23.88,0.067412,0.096212,5.36,46.5,122.5,2.632
30.335,23.88,0.067412,0.096212,5.36,23.0,74.0,3.216
30.335,23.88,0.067412,0.096212,5.36,64.0,136.1,2.127
30.335,23.88,0.067412,0.096212,5.55,46.5,122.5,2.632
30.335,23.88,0.067412,0.096212,5.55,23.0,74.0,3.216
30.335,23.88,0.067412,0.096212,5.55,64.0,136.1,2.127
40.543,28.753,0.057548,0.10014,6.325,46.5,122.5,2.632
40.543,28.753,0.057548,0.10014,6.325,23.0,74.0,3.216
40.543,28.753,0.057548,0.10014,6.325,64.0,136.1,2.127
40.543,28.753,0.057548,0.10014,5.36,46.5,122.5,2.632
40.543,28.753,0.057548,0.10014,5.36,23.0,74.0,3.216
40.543,28.753,0.057548,0.10014,5.36,64.0,136.1,2.127
40.543,28.753,0.057548,0.10014,5.55,46.5,122.5,2.632
40.543,28.753,0.057548,0.10014,5.55,23.0,74.0,3.216
40.543,28.753,0.057548,0.10014,5.55,64.0,136.1,2.127
27.255,20.372,0.056602,0.071172,6.325,46.5,122.5,2.632
27.255,20.372,0.056602,0.071172,6.325,23.0,74.0,3.216
27.255,20.372,0.056602,0.071172,6.325,64.0,136.1,2.127
27.255,20.372,0.056602,0.071172,5.36,46.5,122.5,2.632
27.255,20.372,0.056602,0.071172,5.36,23.0,74.0,3.216
27.255,20.372,0.056602,0.071172,5.36,64.0,136.1,2.127
27.255,20.372,0.056602,0.071172,5.55,46.5,122.5,2.632
27.255,20.372,0.056602,0.071172,5.55,23.0,74.0,3.216
27.255,20.372,0.056602,0.071172,5.55,64.0,136.1,2.127
36.282,24.119,0.072392,0.11326,5.97,69.3,132.4,1.91
36.282,24.119,0.072392,0.11326,5.97,35.3,67.7,1.918
36.282,24.119,0.072392,0.11326,4.75,69.3,132.4,1.91
36.282,24.119,0.072392,0.11326,4.75,35.3,67.7,1.918
18.094,12.593,0.03574,0.046368,5.97,69.3,132.4,1.91
18.094,12.593,0.03574,0.046368,5.97,35.3,67.7,1.918
18.094,12.593,0.03574,0.046368,4.75,69.3,132.4,1.91
18.094,12.593,0.03574,0.046368,4.75,35.3,67.7,1.918
29.017,20.728,0.052708,0.075094,6.57,48.8,88.9,1.822
29.017,20.728,0.052708,0.075094,6.57,33.3,74.3,2.228
29.017,20.728,0.052708,0.075094,4.985,48.8,88.9,1.822
29.017,20.728,0.052708,0.075094,4.985,33.3,74.3,2.228
52.92,30.725,0.058484,0.13209,6.57,48.8,88.9,1.822
52.92,30.725,0.058484,0.13209,6.57,33.3,74.3,2.228
52.92,30.725,0.058484,0.13209,4.985,48.8,88.9,1.822
52.92,30.725,0.058484,0.13209,4.985,33.3,74.3,2.228
24.107,22.091,0.047908,0.058312,5.315,36.1,73.3,2.031
13.675,10.581,0.022752,0.024398,4.7,26.3,52.5,1.995
29.924,22.2,0.051022,0.065336,4.8,64.1,104.2,1.626
16.396,14.869,0.033252,0.035934,4.505,34.1,53.0,1.552
17.84,13.391,0.035892,0.044542,4.82,40.5,64.5,1.593
17.84,13.391,0.035892,0.044542,4.82,26.7,49.0,1.834
17.84,13.391,0.035892,0.044542,4.335,40.5,64.5,1.593
17.84,13.391,0.035892,0.044542,4.335,26.7,49.0,1.834
28.522,18.496,0.042014,0.05753,4.82,40.5,64.5,1.593
28.522,18.496,0.042014,0.05753,4.82,26.7,49.0,1.834
28.522,18.496,0.042014,0.05753,4.335,40.5,64.5,1.593
28.522,18.496,0.042014,0.05753,4.335,26.7,49.0,1.834
18.407,16.119,0.03588,0.043704,4.69,21.5,60.5,2.817
30.155,32.717,0.055644,0.07626,5.265,31.7,70.1,2.21
21.255,19.485,0.032992,0.043106,4.915,20.9,53.5,2.562
14.34,19.471,0.026522,0.02513,4.785,26.6,64.3,2.42
21.668,16.128,0.028224,0.03965,4.6,21.6,43.4,2.006
20.257,15.62,0.02838,0.039738,4.61,20.2,41.3,2.043
19.292,17.618,0.033346,0.039096,4.635,22.0,57.6,2.622
20.721,13.499,0.033108,0.042806,4.59,24.2,48.8,2.017
27.737,23.363,0.046498,0.05789,4.575,17.2,45.4,2.638
26.914,23.276,0.045028,0.057146,4.495,37.4,62.7,1.679
19.216,12.144,0.024478,0.03536,4.165,21.7,54.9,2.525
28.557,29.465,0.044442,0.060354,4.755,32.6,69.2,2.124
28.557,29.465,0.044442,0.060354,4.755,20.7,53.0,2.553
28.557,29.465,0.044442,0.060354,4.365,32.6,69.2,2.124
28.557,29.465,0.044442,0.060354,4.365,20.7,53.0,2.553
10.037,12.033,0.009222,0.004066,4.755,32.6,69.2,2.124
10.037,12.033,0.009222,0.004066,4.755,20.7,53.0,2.553
10.037,12.033,0.009222,0.004066,4.365,32.6,69.2,2.124
10.037,12.033,0.009222,0.004066,4.365,20.7,53.0,2.553
19.918,18.04,0.03444,0.043046,4.5,23.4,60.1,2.564
21.086,20.198,0.041202,0.045526,4.73,23.0,61.2,2.657
26.074,18.32,0.028386,0.040472,4.26,16.7,41.1,2.465
30.83,20.056,0.042572,0.056166,4.865,40.2,92.5,2.298
27.828,26.39,0.04401,0.065268,5.05,42.1,139.6,3.314
28.592,17.282,0.0398,0.057496,4.585,18.9,44.1,2.335
48.428,31.549,0.05336,0.087352,4.8,24.2,65.6,2.715
27.297,26.301,0.04221,0.05624,4.785,21.6,57.6,2.668
29.252,24.502,0.040642,0.055322,5.095,36.4,86.1,2.367
21.158,22.676,0.03374,0.047408,4.685,22.9,48.8,2.131
15.668,13.491,0.028994,0.033686,4.59,22.8,49.0,2.148
28.432,28.051,0.04131,0.060388,4.725,24.6,56.1,2.284
32.698,38.304,0.044012,0.054086,4.995,29.1,69.9,2.401
32.698,38.304,0.044012,0.054086,4.995,21.2,52.0,2.449
32.698,38.304,0.044012,0.054086,4.995,31.1,82.8,2.664
32.698,38.304,0.044012,0.054086,4.605,29.1,69.9,2.401
32.698,38.304,0.044012,0.054086,4.605,21.2,52.0,2.449
32.698,38.304,0.044012,0.054086,4.605,31.1,82.8,2.664
32.698,38.304,0.044012,0.054086,5.24,29.1,69.9,2.401
32.698,38.304,0.044012,0.054086,5.24,21.2,52.0,2.449
32.698,38.304,0.044012,0.054086,5.24,31.1,82.8,2.664
24.433,27.759,0.037112,0.043434,4.995,29.1,69.9,2.401
24.433,27.759,0.037112,0.043434,4.995,21.2,52.0,2.449
24.433,27.759,0.037112,0.043434,4.995,31.1,82.8,2.664
24.433,27.759,0.037112,0.043434,4.605,29.1,69.9,2.401
24.433,27.759,0.037112,0.043434,4.605,21.2,52.0,2.449
24.433,27.759,0.037112,0.043434,4.605,31.1,82.8,2.664
24.433,27.759,0.037112,0.043434,5.24,29.1,69.9,2.401
24.433,27.759,0.037112,0.043434,5.24,21.2,52.0,2.449
24.433,27.759,0.037112,0.043434,5.24,31.1,82.8,2.664
35.081,30.962,0.05185,0.069862,4.995,29.1,69.9,2.401
35.081,30.962,0.05185,0.069862,4.995,21.2,52.0,2.449
35.081,30.962,0.05185,0.069862,4.995,31.1,82.8,2.664
35.081,30.962,0.05185,0.069862,4.605,29.1,69.9,2.401
35.081,30.962,0.05185,0.069862,4.605,21.2,52.0,2.449
35.081,30.962,0.05185,0.069862,4.605,31.1,82.8,2.664
35.081,30.962,0.05185,0.069862,5.24,29.1,69.9,2.401
35.081,30.962,0.05185,0.069862,5.24,21.2,52.0,2.449
35.081,30.962,0.05185,0.069862,5.24,31.1,82.8,2.664
18.76,15.601,0.036802,0.043458,4.51,39.3,71.0,1.804
18.76,15.601,0.036802,0.043458,4.51,38.6,67.0,1.736
18.76,15.601,0.036802,0.043458,4.59,39.3,71.0,1.804
18.76,15.601,0.036802,0.043458,4.59,38.6,67.0,1.736
24.613,21.927,0.038446,0.052618,4.51,39.3,71.0,1.804
24.613,21.927,0.038446,0.052618,4.51,38.6,67.0,1.736
24.613,21.927,0.038446,0.052618,4.59,39.3,71.0,1.804
24.613,21.927,0.038446,0.052618,4.59,38.6,67.0,1.736
24.26,23.321,0.039634,0.050136,4.78,29.1,67.8,2.326
24.26,23.321,0.039634,0.050136,4.78,43.1,60.2,1.398
24.26,23.321,0.039634,0.050136,4.435,29.1,67.8,2.326
24.26,23.321,0.039634,0.050136,4.435,43.1,60.2,1.398
13.091,10.172,0.01493,0.012654,4.78,29.1,67.8,2.326
13.091,10.172,0.01493,0.012654,4.78,43.1,60.2,1.398
13.091,10.172,0.01493,0.012654,4.435,29.1,67.8,2.326
13.091,10.172,0.01493,0.012654,4.435,43.1,60.2,1.398
26.167,20.904,0.032006,0.044012,4.47,22.9,51.5,2.25
30.3,25.647,0.038848,0.05621,4.595,24.6,88.1,3.575
29.445,25.705,0.038938,0.05764,4.555,31.5,59.6,1.893
30.263,28.663,0.03843,0.054114,4.565,24.1,59.3,2.458
43.12,40.556,0.04653,0.0839,4.755,31.6,82.1,2.598
25.174,21.944,0.031868,0.042792,4.515,17.7,52.0,2.931
29.669,22.242,0.055212,0.082878,4.755,41.1,178.2,4.333
14.075,16.538,0.02279,0.020964,4.645,26.7,97.6,3.657
32.508,25.895,0.046278,0.0705,4.6,31.6,102.5,3.244
32.308,18.151,0.04391,0.070358,4.67,27.8,132.0,4.757
20.177,19.096,0.033852,0.04287,4.515,34.0,75.0,2.206
21.326,20.306,0.0325,0.043382,4.495,22.0,85.9,3.901
35.916,30.646,0.060434,0.08502,7.06,48.9,132.3,2.707
34.263,30.034,0.054022,0.081432,6.375,31.7,105.9,3.337
40.289,31.777,0.047956,0.079524,4.79,18.2,57.8,3.185
38.46,23.579,0.044498,0.064798,4.53,25.7,131.1,5.099
23.806,23.303,0.033306,0.046316,4.525,19.8,48.8,2.461
23.167,22.945,0.029104,0.040714,4.58,22.1,59.7,2.702
35.058,33.717,0.052466,0.07248,4.87,54.9,153.3,2.79
33.776,28.592,0.042734,0.060988,4.59,22.4,50.8,2.265
28.384,28.179,0.0462,0.057016,4.8,31.3,69.1,2.208
27.97,27.584,0.04269,0.057202,4.745,36.7,72.9,1.986
32.913,26.448,0.048112,0.065984,4.75,50.3,91.0,1.807
17.399,13.116,0.045664,0.052128,4.5,48.1,82.2,1.708
19.671,15.596,0.034624,0.041122,4.46,47.2,82.6,1.751
24.432,21.551,0.033014,0.043464,4.68,35.1,68.5,1.949
32.579,29.157,0.085394,0.11459,7.273,105.7,222.4,2.105
29.835,25.284,0.043194,0.056972,4.67,52.3,92.4,1.768
37.526,27.917,0.06663,0.10488,5.18,108.5,231.5,2.134
19.172,17.203,0.035392,0.041436,4.57,58.7,90.5,1.543
21.478,21.182,0.038058,0.04434,4.655,52.8,87.0,1.648
18.303,10.544,0.046992,0.056782,4.545,30.1,71.9,2.391
22.953,22.241,0.047146,0.054626,4.725,31.6,78.6,2.489
18.65,15.519,0.04125,0.047124,4.6,38.6,86.2,2.23
26.254,21.48,0.04195,0.054038,4.73,35.2,64.0,1.821
33.027,31.211,0.04471,0.066334,4.86,48.5,81.6,1.684
37.917,32.298,0.05403,0.08463,4.9,55.9,94.6,1.692
26.496,22.141,0.033734,0.049114,4.945,45.9,80.2,1.749
29.639,25.387,0.03525,0.05345,4.665,30.7,93.9,3.057
25.724,24.329,0.03822,0.053332,4.855,58.1,89.0,1.531
27.01,23.951,0.029098,0.045542,4.635,39.7,81.9,2.062
22.954,28.838,0.03832,0.048848,5.87,17.6,69.1,3.928
19.551,24.499,0.034308,0.042182,5.64,50.0,83.9,1.679
32.559,28.221,0.053628,0.081406,4.845,66.8,119.4,1.788
31.522,27.869,0.05854,0.087228,4.925,77.4,128.8,1.664
32.963,32.202,0.057012,0.094048,4.88,77.0,138.2,1.794
31.2,21.744,0.04468,0.070916,4.73,50.8,88.4,1.741
31.2,21.744,0.04468,0.070916,4.73,36.3,83.5,2.302
31.2,21.744,0.04468,0.070916,4.73,47.5,108.2,2.275
31.2,21.744,0.04468,0.070916,4.78,50.8,88.4,1.741
31.2,21.744,0.04468,0.070916,4.78,36.3,83.5,2.302
31.2,21.744,0.04468,0.070916,4.78,47.5,108.2,2.275
31.2,21.744,0.04468,0.070916,7.123,50.8,88.4,1.741
31.2,21.744,0.04468,0.070916,7.123,36.3,83.5,2.302
31.2,21.744,0.04468,0.070916,7.123,47.5,108.2,2.275
33.653,25.935,0.042484,0.075294,4.73,50.8,88.4,1.741
33.653,25.935,0.042484,0.075294,4.73,36.3,83.5,2.302
33.653,25.935,0.042484,0.075294,4.73,47.5,108.2,2.275
33.653,25.935,0.042484,0.075294,4.78,50.8,88.4,1.741
33.653,25.935,0.042484,0.075294,4.78,36.3,83.5,2.302
33.653,25.935,0.042484,0.075294,4.78,47.5,108.2,2.275
33.653,25.935,0.042484,0.075294,7.123,50.8,88.4,1.741
33.653,25.935,0.042484,0.075294,7.123,36.3,83.5,2.302
33.653,25.935,0.042484,0.075294,7.123,47.5,108.2,2.275
37.433,24.589,0.049566,0.073408,4.73,50.8,88.4,1.741
37.433,24.589,0.049566,0.073408,4.73,36.3,83.5,2.302
37.433,24.589,0.049566,0.073408,4.73,47.5,108.2,2.275
37.433,24.589,0.049566,0.073408,4.78,50.8,88.4,1.741
37.433,24.589,0.049566,0.073408,4.78,36.3,83.5,2.302
37.433,24.589,0.049566,0.073408,4.78,47.5,108.2,2.275
37.433,24.589,0.049566,0.073408,7.123,50.8,88.4,1.741
37.433,24.589,0.049566,0.073408,7.123,36.3,83.5,2.302
37.433,24.589,0.049566,0.073408,7.123,47.5,108.2,2.275
25.812,20.191,0.035772,0.053164,5.525,46.3,109.3,2.358
37.173,26.783,0.039666,0.075654,5.22,41.8,95.7,2.291
37.173,26.783,0.039666,0.075654,5.22,71.5,191.6,2.682
37.173,26.783,0.039666,0.075654,7.44,41.8,95.7,2.291
37.173,26.783,0.039666,0.075654,7.44,71.5,191.6,2.682
15.959,12.033,0.036452,0.035824,5.22,41.8,95.7,2.291
15.959,12.033,0.036452,0.035824,5.22,71.5,191.6,2.682
15.959,12.033,0.036452,0.035824,7.44,41.8,95.7,2.291
15.959,12.033,0.036452,0.035824,7.44,71.5,191.6,2.682
32.608,28.346,0.038666,0.068168,4.77,38.8,87.1,2.243
26.572,20.254,0.04338,0.061984,5.89,61.4,102.2,1.665
26.572,20.254,0.04338,0.061984,5.89,50.3,103.2,2.051
26.572,20.254,0.04338,0.061984,4.965,61.4,102.2,1.665
26.572,20.254,0.04338,0.061984,4.965,50.3,103.2,2.051
49.36,28.661,0.054618,0.11795,5.89,61.4,102.2,1.665
49.36,28.661,0.054618,0.11795,5.89,50.3,103.2,2.051
49.36,28.661,0.054618,0.11795,4.965,61.4,102.2,1.665
49.36,28.661,0.054618,0.11795,4.965,50.3,103.2,2.051
25.798,21.073,0.048952,0.067078,5.515,55.2,103.8,1.88
27.319,20.87,0.044536,0.070356,5.79,39.1,73.7,1.886
27.319,20.87,0.044536,0.070356,5.79,60.4,90.5,1.498
27.319,20.87,0.044536,0.070356,6.195,39.1,73.7,1.886
27.319,20.87,0.044536,0.070356,6.195,60.4,90.5,1.498
24.344,18.46,0.05285,0.066704,5.79,39.1,73.7,1.886
24.344,18.46,0.05285,0.066704,5.79,60.4,90.5,1.498
24.344,18.46,0.05285,0.066704,6.195,39.1,73.7,1.886
24.344,18.46,0.05285,0.066704,6.195,60.4,90.5,1.498
17.904,16.194,0.03902,0.04727,4.615,31.9,65.6,2.058
33.791,24.5,0.046252,0.077058,5.14,61.2,115.3,1.886
26.76,22.819,0.048,0.062684,4.57,29.7,78.0,2.629
26.027,20.261,0.05444,0.06731,4.57,48.5,86.8,1.789
33.717,21.017,0.053888,0.075328,4.645,45.5,100.9,2.218
35.081,32.62,0.068496,0.12362,5.025,57.4,110.5,1.926
30.124,32.402,0.048284,0.068278,4.94,42.3,92.7,2.19
29.744,30.356,0.044986,0.06146,4.84,54.1,95.3,1.761
17.449,16.266,0.026978,0.032726,4.25,42.6,76.5,1.795
26.72,22.131,0.046138,0.062226,4.88,37.7,93.3,2.471
14.871,16.457,0.026224,0.027218,4.61,27.2,69.3,2.551
14.871,16.457,0.026224,0.027218,4.61,46.4,76.4,1.647
14.871,16.457,0.026224,0.027218,4.55,27.2,69.3,2.551
14.871,16.457,0.026224,0.027218,4.55,46.4,76.4,1.647
13.443,14.712,0.028264,0.02431,4.61,27.2,69.3,2.551
13.443,14.712,0.028264,0.02431,4.61,46.4,76.4,1.647
13.443,14.712,0.028264,0.02431,4.55,27.2,69.3,2.551
13.443,14.712,0.028264,0.02431,4.55,46.4,76.4,1.647
13.921,15.502,0.02296,0.018606,4.66,38.3,68.4,1.788
13.921,15.502,0.02296,0.018606,4.66,45.0,76.5,1.701
13.921,15.502,0.02296,0.018606,4.56,38.3,68.4,1.788
13.921,15.502,0.02296,0.018606,4.56,45.0,76.5,1.701
12.161,14.067,0.01786,0.010482,4.66,38.3,68.4,1.788
12.161,14.067,0.01786,0.010482,4.66,45.0,76.5,1.701
12.161,14.067,0.01786,0.010482,4.56,38.3,68.4,1.788
12.161,14.067,0.01786,0.010482,4.56,45.0,76.5,1.701
25.447,20.038,0.050472,0.063618,4.5,33.5,79.0,2.359
41.498,34.306,0.042476,0.069514,4.585,41.8,80.2,1.918
30.719,21.42,0.03548,0.054628,4.6,32.7,70.8,2.165
31.611,21.83,0.03504,0.050892,4.64,39.1,75.4,1.925
66.97,72.637,0.12023,0.21496,9.165,96.1,646.7,6.727
28.548,19.525,0.039082,0.060952,4.76,38.5,77.3,2.011
32.013,28.8,0.041296,0.06433,4.805,51.6,92.5,1.794
27.532,26.768,0.043666,0.05751,4.695,52.5,95.7,1.821
33.836,31.736,0.05325,0.082162,4.78,72.5,117.0,1.613
32.148,30.236,0.055242,0.075186,4.67,47.4,88.3,1.863
28.038,23.41,0.046284,0.057368,4.665,59.0,87.3,1.479
28.927,28.202,0.055118,0.07179,4.74,45.9,85.2,1.854
46.433,34.912,0.062042,0.10985,4.935,50.0,215.0,4.301
35.314,24.098,0.057714,0.09086,5.205,60.5,114.6,1.892
39.099,32.158,0.049978,0.08261,4.905,31.0,80.3,2.591
38.908,27.165,0.048338,0.078352,4.46,31.8,126.4,3.975
24.074,30.01,0.053164,0.060194,4.74,64.1,102.4,1.597
24.074,30.01,0.053164,0.060194,4.74,22.8,53.6,2.352
24.074,30.01,0.053164,0.060194,4.415,64.1,102.4,1.597
24.074,30.01,0.053164,0.060194,4.415,22.8,53.6,2.352
13.769,16.657,0.023972,0.018602,4.74,64.1,102.4,1.597
13.769,16.657,0.023972,0.018602,4.74,22.8,53.6,2.352
13.769,16.657,0.023972,0.018602,4.415,64.1,102.4,1.597
13.769,16.657,0.023972,0.018602,4.415,22.8,53.6,2.352
21.75,20.021,0.04767,0.0554,4.635,30.7,82.1,2.677
35.574,28.641,0.060648,0.075214,4.975,43.8,104.5,2.385
33.507,28.252,0.049632,0.070488,4.905,35.2,97.2,2.761
20.386,18.671,0.036142,0.046164,4.625,31.5,78.9,2.501
41.62,30.413,0.044576,0.07794,4.63,30.3,78.0,2.573
33.984,25.054,0.042782,0.079092,4.805,32.1,124.0,3.859
28.418,21.736,0.040274,0.05747,4.705,31.3,77.1,2.464
49.32,36.269,0.048378,0.086814,4.665,34.2,84.4,2.471
27.625,26.081,0.038298,0.056134,4.64,28.4,64.2,2.264
28.369,29.947,0.048718,0.0615,5.175,57.9,140.6,2.43
24.421,18.994,0.029488,0.041896,4.595,25.9,60.8,2.346
25.962,22.773,0.031294,0.046528,4.695,28.8,65.4,2.274
31.533,23.859,0.041652,0.055626,4.57,36.5,74.4,2.038
31.494,26.871,0.045004,0.067156,4.7,42.1,85.3,2.027
23.882,30.699,0.038062,0.05058,4.575,45.9,82.8,1.802
21.106,16.409,0.033354,0.043804,4.42,61.0,95.1,1.558
