,doubleFold,pH,sec_Mn,sec_Mw,sec_polydispersity,tens_energyAbsorp_avg,tens_maxLoad_avg,tens_strainMaxLoad_avg,tens_stressMaxLoad_avg,tens_thickness_avg,tens_youngsMod_avg
247,10.0,6.43,44.9,115.2,2.567,0.071575,28.133391,0.048425,26.298254,0.1054,1975.161882
248,10.0,6.495,29.5,95.6,3.244,0.076165,29.396369,0.050562,24.531191,0.1164,1721.447102
249,8.0,4.79,25.0,65.8,2.629,0.064838,29.244671,0.044055,25.0352,0.1171,1587.630607
250,2.0,4.375,37.1,114.1,3.08,0.055148,26.793494,0.041284,19.751689,0.1328,1518.998025
251,6.0,4.455,24.0,54.8,2.288,0.027176,16.458946,0.025838,15.304412,0.1046,1864.27658
252,2.0,4.41,20.5,93.6,4.564,0.060492,30.782347,0.039054,20.637359,0.1422,2175.901795
253,2.0,4.26,30.0,97.1,3.24,0.052024,27.806722,0.034418,17.859724,0.1556,2309.246453
254,3.0,4.515,18.2,52.4,2.882,0.078965,40.074551,0.04139,22.364618,0.1788,2268.350368
255,2.0,4.375,22.0,69.2,3.147,0.043616,23.0574,0.033849,17.35816,0.1298,2463.640717
256,2.0,4.495,18.6,49.9,2.682,0.033513,22.316985,0.02594,22.631167,0.0991,3141.7681
257,2.0,4.405,27.0,63.2,2.343,0.033504,18.88935,0.029084,18.00992,0.0991,2823.047433
258,3.0,4.325,27.9,73.7,2.643,0.016465,11.79226,0.020293,13.904455,0.0848,2146.300574
259,8.0,4.305,27.7,62.9,2.273,0.023521,14.449147,0.022526,14.824422,0.0974,2431.856973
260,3.0,4.46,22.1,60.3,2.731,0.043161,20.491786,0.033772,18.267861,0.1121,2556.955974
261,10.0,4.705,24.4,63.3,2.598,0.03071,17.627935,0.029295,13.632487,0.1246,1785.252515
262,10.0,4.875,30.0,91.3,3.045,0.022388,12.697294,0.024659,11.300675,0.1119,1823.252197
263,10.0,4.92,45.6,77.6,1.7,0.043053,20.947745,0.035838,13.646414,0.1505,1732.855491
264,10.0,4.71,26.9,72.3,2.69,0.026603,14.824673,0.027689,10.379917,0.1339,1657.341127
265,10.0,5.035,27.6,68.0,2.463,0.056388,24.202015,0.041267,16.814031,0.1408,1961.861842
266,10.0,4.64,30.6,79.8,2.605,0.027001,14.789219,0.027945,23.11561,0.0641,3043.348754
267,6.0,6.29,24.3,69.0,2.842,0.076196,35.83323,0.041445,23.999309,0.1442,2625.428068
268,3.0,4.335,23.4,70.1,2.991,0.053347,27.046154,0.036264,19.645713,0.1357,2284.311547
269,10.0,4.74,25.7,87.5,3.407,0.060747,30.183976,0.039639,27.061076,0.1087,2482.484039
270,1.0,4.78,27.2,56.3,2.07,0.050613,25.438272,0.037338,18.861625,0.1292,1968.135649
271,1.0,4.41,21.5,42.7,1.982,0.021003,15.309517,0.01895,11.94136,0.1288,2227.625508
272,10.0,5.805,29.7,107.6,3.625,0.046617,20.611006,0.039386,27.473468,0.074,3025.437958
273,10.0,4.585,26.0,72.7,2.794,0.055124,23.057502,0.042717,28.311848,0.0816,3089.445939
274,10.0,4.555,28.7,81.8,2.853,0.053168,25.484383,0.041097,35.732161,0.0711,3769.709818
275,10.0,4.645,18.2,59.3,3.257,0.028609,14.995923,0.029847,22.158498,0.0676,2910.063431
276,10.0,4.66,23.4,67.9,2.907,0.049986,22.208618,0.040859,32.449738,0.0688,3256.903004
277,10.0,4.645,24.8,59.2,2.387,0.031953,16.611284,0.03095,20.237059,0.0821,2346.263596
278,10.0,4.68,23.1,63.4,2.742,0.045901,22.480933,0.038408,28.484999,0.0738,2820.131497
279,10.0,5.055,26.9,74.2,2.761,0.051423,21.84923,0.04241,26.522194,0.0823,2564.075517
280,10.0,4.885,41.8,130.3,3.117,0.05679,23.627318,0.04579,33.249983,0.0704,3120.442437
281,10.0,6.08,29.1,104.6,3.589,0.037888,20.192504,0.03463,29.884597,0.0673,3022.975551
282,8.0,4.83,25.0,78.6,3.15,0.029828,18.741958,0.028644,22.583236,0.0833,2804.611792
283,10.0,4.72,26.0,87.4,3.357,0.063782,31.753853,0.040102,33.692615,0.0941,2791.234114
284,10.0,4.82,31.9,106.2,3.325,0.067589,32.07793,0.042744,32.201077,0.0974,2765.631065
285,10.0,5.33,28.5,121.2,4.257,0.075168,33.552357,0.045629,33.076121,0.0985,2561.960566
286,10.0,4.65,25.4,101.2,3.986,0.046284,19.329133,0.038884,21.827696,0.0885,2733.858069
287,10.0,4.93,29.0,67.9,2.338,0.032269,16.293339,0.029419,17.6139,0.0958,2117.871551
288,4.0,4.5,20.6,70.6,3.431,0.057312,28.038715,0.03868,19.032852,0.1478,1758.558872
289,4.0,4.63,22.8,65.5,2.87,0.057526,26.947281,0.039619,23.179793,0.1161,2537.134125
290,10.0,4.685,39.6,83.1,2.096,0.077832,28.855213,0.04786,24.036516,0.1191,2721.563542
291,10.0,4.635,51.5,86.8,1.684,0.06148,25.19454,0.043819,22.162545,0.1095,2401.398875
292,10.0,4.66,26.9,54.5,2.023,0.053509,20.94032,0.04185,15.659651,0.1317,1687.621932
293,10.0,4.555,34.6,60.1,1.739,0.049359,21.013535,0.037899,16.269207,0.1277,1965.162059
294,10.0,4.65,34.2,64.2,1.877,0.062658,26.247735,0.043119,22.900305,0.1116,2668.657521
295,10.0,4.83,38.8,78.0,2.014,0.056533,20.08884,0.045005,18.629365,0.1051,1817.716739
296,10.0,4.68,48.5,78.4,1.615,0.054261,20.845505,0.043444,18.428026,0.1089,1758.116006
297,10.0,4.68,36.3,72.0,1.983,0.047363,19.760288,0.037012,17.54679,0.1116,1714.382112
298,10.0,4.55,29.7,58.3,1.96,0.02517,13.575994,0.027456,14.756867,0.092,2125.172735
299,10.0,4.62,41.3,70.0,1.694,0.057982,21.990121,0.042232,16.895893,0.1287,1896.036453
300,10.0,5.03,41.1,78.5,1.91,0.0952,36.026099,0.048707,27.864702,0.1295,2339.210074
301,10.0,5.0,36.9,75.1,2.036,0.083075,31.120733,0.048673,26.682202,0.1143,2287.273286
302,3.0,4.75,19.6,51.3,2.611,0.034457,19.771848,0.027972,16.172095,0.1192,2376.419142
303,10.0,4.765,29.5,73.9,2.502,0.05787,24.623892,0.039861,23.831578,0.1051,2693.667554
304,10.0,4.68,22.9,56.7,2.473,0.044671,19.600321,0.036233,18.854557,0.1033,2639.067302
305,10.0,5.045,52.9,90.0,1.701,0.070571,25.683315,0.048489,23.670845,0.107,2321.101548
306,10.0,4.69,32.0,63.6,1.986,0.054883,23.805026,0.039536,22.400759,0.1069,2669.761634
307,10.0,5.4,30.3,51.9,1.711,0.034188,16.466755,0.033342,19.117503,0.0861,2272.353776
308,10.0,6.325,46.6,121.8,2.614,0.091477,25.315938,0.058635,19.750525,0.1285,1573.24289
309,10.0,5.55,63.9,135.2,2.115,0.070155,22.048894,0.05109,16.518627,0.1334,1358.909166
310,10.0,5.36,23.1,73.7,3.189,0.088151,28.921231,0.051872,20.521155,0.1409,1976.941698
311,10.0,4.75,35.3,67.5,1.909,0.033366,14.685539,0.0316,10.247054,0.1432,1163.843276
312,10.0,5.97,69.2,131.6,1.901,0.103668,29.256455,0.060822,19.313796,0.1525,1569.292911
313,10.0,4.985,33.4,74.0,2.215,0.124311,45.153573,0.051813,26.509859,0.1701,1943.167563
314,10.0,6.57,48.8,88.5,1.814,0.073874,24.713741,0.048097,17.662068,0.1399,1904.151734
315,10.0,5.315,36.1,73.0,2.021,0.057137,19.805741,0.043976,18.198844,0.1082,2186.730767
316,10.0,4.7,26.4,52.4,1.985,0.017612,11.452216,0.020541,8.613044,0.1292,1623.171148
317,10.0,4.8,64.0,103.7,1.62,0.06485,23.224821,0.046115,17.220677,0.1349,1952.624246
318,6.0,4.505,34.2,52.9,1.547,0.025894,14.112478,0.026515,12.799148,0.1102,2004.652512
319,10.0,4.335,26.7,48.8,1.826,0.055059,22.203089,0.039124,14.423945,0.154,1911.527645
320,10.0,4.82,40.5,64.3,1.588,0.031562,14.242489,0.030303,10.716568,0.1328,1511.209823
321,6.0,4.69,44.3,68.9,1.558,0.042177,16.60468,0.03584,14.459296,0.1149,1681.295661
322,10.0,5.265,31.8,69.8,2.197,0.07269,25.452266,0.049757,27.708775,0.0918,2291.975934
323,6.0,4.915,21.0,53.3,2.544,0.036858,17.512249,0.031536,15.982194,0.1099,2403.474902
324,10.0,4.785,26.6,64.0,2.404,0.019287,11.24345,0.025708,15.224637,0.0739,1576.184087
325,1.0,4.6,21.7,43.3,1.996,0.026217,18.670698,0.021106,14.226397,0.1276,2549.094358
326,1.0,4.61,20.3,41.3,2.032,0.02803,16.655459,0.0228,12.92525,0.1285,2622.258901
327,4.0,4.635,22.1,57.4,2.604,0.028626,16.500965,0.026948,14.708258,0.1129,2095.219116
328,2.0,4.59,24.3,48.7,2.006,0.034059,17.508243,0.028312,11.439122,0.153,1646.569112
329,9.0,4.575,17.3,45.3,2.62,0.057548,22.542059,0.042079,18.868668,0.1198,2067.666032
330,10.0,4.495,37.4,62.5,1.673,0.053974,22.799545,0.040471,19.870244,0.114,2190.517623
331,1.0,4.165,21.8,54.7,2.508,0.030595,18.473929,0.022266,11.867496,0.1505,2288.336383
332,7.0,4.755,32.6,68.9,2.113,0.057646,23.136273,0.041964,24.222966,0.0938,2602.002028
333,2.0,4.5,23.5,59.9,2.547,0.037872,16.947135,0.03269,15.323798,0.1106,2698.870856
334,10.0,4.73,23.1,61.0,2.639,0.043798,18.17901,0.037332,17.532906,0.1036,3053.569495
335,1.0,4.26,16.7,41.0,2.449,0.03888,21.745094,0.027608,15.164233,0.1437,2879.913886
336,10.0,4.865,40.3,92.0,2.284,0.05416,24.998026,0.040053,17.100932,0.1375,2213.710136
337,10.0,5.05,42.2,138.6,3.287,0.044929,19.304004,0.037282,18.340042,0.1052,2307.910349
338,2.0,4.585,18.9,44.0,2.321,0.051036,25.68083,0.03485,15.536133,0.1656,2648.473052
339,10.0,4.8,24.3,65.4,2.696,0.08715,37.645497,0.048103,25.610109,0.138,2873.927555
340,7.0,4.785,21.7,57.4,2.649,0.054947,23.612771,0.039938,22.716002,0.103,3329.134731
341,10.0,5.095,36.4,85.7,2.352,0.051178,22.10209,0.038766,19.113181,0.1088,2698.947585
342,2.0,4.685,23.0,48.6,2.119,0.032936,17.236891,0.027743,18.363793,0.0932,2354.623541
343,9.0,4.59,22.9,48.9,2.136,0.020576,12.848008,0.02061,11.117115,0.1154,2133.69767
344,10.0,4.725,24.6,55.9,2.27,0.055601,23.365598,0.040481,23.116552,0.101,2425.372222
345,10.0,5.24,31.2,82.4,2.645,0.067879,26.825598,0.047611,24.554843,0.1027,2614.341055
346,10.0,4.605,21.3,51.8,2.433,0.042934,20.343433,0.03543,24.103779,0.0797,3149.196363
347,10.0,4.995,29.2,69.6,2.386,0.053974,25.850092,0.040745,31.278684,0.078,3329.095477
348,10.0,4.59,27.9,45.2,1.619,0.039124,19.880826,0.032571,16.817216,0.1152,2095.652359
349,10.0,4.51,39.4,70.7,1.796,0.029014,15.742585,0.028439,13.059328,0.1206,1446.826971
350,10.0,4.435,32.7,47.2,1.447,0.010499,12.121344,0.014485,9.191176,0.1279,1841.976375
351,10.0,4.78,29.2,67.6,2.312,0.043953,19.589308,0.038384,18.616001,0.1058,1945.669216
352,2.0,4.47,23.0,51.3,2.237,0.039076,21.674512,0.030866,17.378658,0.1246,2781.463058
353,2.0,4.595,24.7,87.6,3.543,0.051815,24.07466,0.037527,20.350302,0.1181,2477.849264
354,2.0,4.555,31.5,59.4,1.884,0.054251,24.336298,0.037838,21.075287,0.1152,2709.725275
355,2.0,4.565,24.2,59.1,2.442,0.051216,23.874371,0.036199,22.610239,0.1056,2920.695708
356,2.0,4.755,31.7,81.7,2.58,0.072353,31.038649,0.043607,29.156939,0.1066,3176.481586
357,2.0,4.515,17.8,51.9,2.908,0.034076,20.387164,0.027672,17.774205,0.1148,2639.03505
358,10.0,4.755,41.2,176.7,4.289,0.071773,26.454284,0.048159,19.972196,0.1324,1737.597934
359,2.0,4.645,30.3,68.3,2.252,0.01591,12.059814,0.021032,14.186354,0.0855,1637.280367
360,2.0,4.6,31.7,101.9,3.218,0.070323,29.210681,0.042984,23.095163,0.1268,2472.284651
361,3.0,4.67,27.8,131.0,4.705,0.064988,29.340054,0.039797,16.484437,0.178,1717.696001
362,2.0,4.515,34.0,74.7,2.193,0.033173,17.291795,0.029605,16.303324,0.1061,2064.122438
363,2.0,4.495,22.1,85.4,3.863,0.037244,18.689419,0.03003,17.980717,0.1039,2885.502578
364,10.0,7.06,48.9,131.4,2.688,0.083536,29.398866,0.054547,26.411986,0.1049,1401.810599
365,10.0,6.375,31.8,105.2,3.309,0.077908,27.755548,0.052389,24.341928,0.1141,1533.547415
366,2.0,4.79,18.2,57.6,3.159,0.073921,34.472517,0.043201,27.561895,0.1248,2491.912484
367,2.0,4.53,25.8,130.1,5.043,0.064123,30.654298,0.039504,18.697226,0.1645,2009.268995
368,2.0,4.525,19.9,48.6,2.446,0.028794,17.475158,0.025349,17.245624,0.1009,2205.741698
369,2.0,4.58,22.2,59.5,2.683,0.026063,18.026557,0.021915,17.830405,0.1012,2837.462253
370,10.0,4.87,54.9,152.2,2.77,0.07067,26.794472,0.047305,25.706971,0.1044,2514.608909
371,2.0,4.59,22.5,50.7,2.251,0.059481,27.172112,0.039083,23.177571,0.117,2822.576582
372,10.0,4.8,31.4,68.8,2.196,0.053439,22.980472,0.042229,22.861063,0.1005,2149.616515
373,10.0,4.745,36.7,72.6,1.976,0.055872,23.799243,0.039309,23.328478,0.1022,2314.354682
374,10.0,4.75,50.3,90.6,1.799,0.063167,25.550274,0.04392,20.617034,0.1237,2339.365589
375,7.0,4.5,48.1,81.8,1.702,0.047795,16.230247,0.041269,12.237858,0.1326,1861.274419
376,4.0,4.46,47.2,82.3,1.744,0.038238,17.428287,0.033294,13.720488,0.128,2236.473101
377,2.0,4.68,35.2,68.3,1.94,0.039646,19.950557,0.032739,17.556975,0.1137,3046.774235
378,10.0,7.273333333,105.4,220.6,2.094,0.1016,25.561074,0.067709,22.936355,0.1115,1753.602962
379,3.0,4.67,52.2,92.0,1.76,0.054687,25.090241,0.038975,21.202002,0.1183,2866.104173
380,10.0,5.18,108.2,229.6,2.123,0.098374,30.051188,0.056772,22.357685,0.1344,2095.735723
381,5.0,4.57,58.6,90.1,1.538,0.03089,16.627267,0.029121,14.274533,0.1123,2311.647301
382,6.0,4.655,52.8,86.7,1.642,0.042881,17.800514,0.037316,17.582837,0.1012,2501.353838
383,3.0,4.545,30.2,71.7,2.376,0.050198,17.53291,0.042503,10.321931,0.1867,1363.318354
384,10.0,4.725,31.6,78.2,2.473,0.053896,20.333858,0.044053,19.670091,0.1034,2126.120296
385,10.0,4.6,38.7,85.8,2.217,0.039479,16.308412,0.036043,13.588404,0.12,1478.893305
386,10.0,4.73,35.2,63.8,1.813,0.049813,20.790465,0.040088,17.000251,0.1223,1297.10754
387,10.0,4.86,48.4,81.2,1.677,0.063461,26.582457,0.042479,25.073667,0.1061,2373.435401
388,10.0,4.9,55.9,94.2,1.685,0.084548,31.363141,0.049289,26.76289,0.1171,2131.876307
389,2.0,4.945,45.9,79.9,1.742,0.035144,20.345803,0.027921,16.871502,0.1217,1773.41053
390,8.0,4.665,30.8,93.4,3.032,0.038793,21.497119,0.030151,18.431517,0.1166,2193.853562
391,6.0,4.855,58.1,88.6,1.526,0.047624,20.919053,0.037263,19.741185,0.1061,2639.448268
392,4.0,4.635,39.8,81.6,2.051,0.029322,19.644533,0.022751,17.402325,0.113,2430.053948
393,10.0,5.64,49.9,83.6,1.673,0.031075,15.869532,0.029397,19.807859,0.0802,2401.707344
394,10.0,4.845,66.7,118.8,1.78,0.076671,25.368511,0.049516,21.945517,0.1157,2083.579629
395,10.0,4.925,77.2,128.1,1.658,0.083712,26.502703,0.052314,23.426753,0.1132,1900.261966
396,10.0,4.88,76.9,137.3,1.787,0.090838,28.47466,0.054475,27.888159,0.1021,1491.940232
397,10.0,7.123333333,47.6,107.6,2.262,0.068068,26.99325,0.044542,17.751992,0.1519,1710.138256
398,10.0,4.78,36.3,83.1,2.288,0.059965,24.599418,0.041516,19.031366,0.129,1438.817381
399,10.0,4.73,50.7,88.0,1.734,0.058647,23.774558,0.042539,16.499671,0.1443,1145.863069
400,10.0,5.525,46.4,108.7,2.343,0.035952,17.704898,0.031781,13.809596,0.1285,1647.859942
401,10.0,5.22,41.8,95.2,2.278,0.055524,26.017239,0.035604,18.746908,0.1388,2289.777414
402,10.0,5.89,61.3,101.7,1.659,0.055481,21.250252,0.041538,16.244748,0.1307,1622.452272
403,10.0,5.515,55.2,103.3,1.872,0.062808,21.262531,0.046202,17.393153,0.1222,2125.029811
404,10.0,6.195,60.3,90.1,1.493,0.064192,21.313165,0.047731,15.931281,0.1316,1308.53735
405,10.0,5.79,39.1,73.4,1.877,0.062977,21.967954,0.043841,16.780167,0.131,1902.99742
406,10.0,4.615,31.9,65.3,2.047,0.032333,15.422948,0.030296,13.937915,0.1107,1541.809009
407,10.0,5.14,61.1,114.7,1.877,0.071555,27.320884,0.041374,19.786332,0.138,2191.58752
408,10.0,4.57,29.7,77.7,2.611,0.061299,22.737589,0.04532,19.326728,0.1177,1684.180777
409,10.0,4.57,48.5,86.4,1.781,0.066516,21.432954,0.051126,16.758236,0.1278,1193.549501
410,10.0,4.645,45.5,100.4,2.206,0.074788,27.04022,0.048435,16.945085,0.1577,1666.966597
411,10.0,5.025,57.4,109.9,1.917,0.110898,31.003706,0.060732,29.636912,0.1042,2460.972761
412,10.0,4.94,42.4,92.2,2.178,0.063122,24.200777,0.045577,25.749178,0.093,2366.375831
413,10.0,4.84,54.1,94.8,1.754,0.057884,22.784585,0.041527,23.32391,0.0981,2504.793308
414,2.0,4.25,42.6,76.2,1.788,0.020555,14.451782,0.021053,13.506615,0.1069,2305.023435
415,10.0,4.88,37.8,92.8,2.455,0.062192,22.425944,0.04223,18.536093,0.1212,2111.742781
416,10.0,4.55,46.4,76.1,1.641,0.016406,10.323191,0.024053,11.286477,0.0915,1348.022493
417,10.0,4.61,27.2,69.0,2.534,0.017517,11.484816,0.021002,12.779122,0.0897,1834.220264
418,10.0,4.66,38.3,68.2,1.781,0.014797,11.001221,0.02214,12.279056,0.0895,1457.101744
419,10.0,4.56,45.0,76.2,1.695,0.009214,10.050406,0.017406,11.651442,0.0862,1697.4959
420,6.0,4.5,33.5,78.6,2.344,0.060792,21.720124,0.044374,17.069184,0.1273,1931.971674
421,2.0,4.585,41.9,79.9,1.909,0.067585,33.809212,0.037636,27.996008,0.1207,2532.530091
422,2.0,4.6,32.7,70.5,2.153,0.051479,25.538895,0.034063,17.980913,0.1404,2458.122777
423,2.0,4.64,39.2,75.1,1.916,0.049362,25.792362,0.031341,17.822866,0.1446,2252.055125
424,2.0,4.76,38.5,77.0,2.001,0.055297,22.954852,0.039001,15.654526,0.1468,1782.856754
425,10.0,4.805,51.5,92.1,1.786,0.057883,25.835192,0.03943,22.833004,0.1128,1944.243646
426,10.0,4.695,52.5,95.2,1.813,0.05746,23.728084,0.041887,23.093747,0.1027,2546.114849
427,10.0,4.78,72.4,116.4,1.608,0.077353,27.576009,0.050016,26.094722,0.1054,1487.656496
428,10.0,4.67,47.4,87.9,1.855,0.07387,26.35734,0.050586,24.672456,0.107,1410.573767
429,10.0,4.665,58.9,86.9,1.475,0.055943,22.283912,0.042413,18.550439,0.1203,1330.739793
430,10.0,4.74,45.9,84.8,1.846,0.068929,24.8113,0.050214,24.206471,0.1025,1347.759799
431,10.0,4.935,50.0,213.1,4.258,0.104872,37.835366,0.055077,28.447907,0.133,1473.271256
432,10.0,5.205,60.5,113.9,1.883,0.086474,30.222263,0.050415,20.607848,0.1468,1531.53256
433,2.0,4.905,31.1,80.0,2.573,0.079894,32.684667,0.046844,26.508951,0.1215,1895.066959
434,2.0,4.46,31.9,125.5,3.937,0.07761,31.522907,0.045006,22.122544,0.1424,1759.556003
435,10.0,4.415,22.8,53.4,2.338,0.014903,11.860164,0.023015,14.354419,0.0826,1570.214064
436,10.0,4.74,64.0,101.9,1.591,0.059189,20.793239,0.049575,25.407522,0.0839,1354.334808
437,8.0,4.635,30.7,81.7,2.659,0.055239,19.231946,0.04719,17.703557,0.1086,1424.861423
438,10.0,4.975,43.9,103.9,2.37,0.073485,25.675089,0.050972,20.679653,0.1241,2313.840722
439,10.0,4.905,35.3,96.7,2.741,0.06494,24.34977,0.045602,20.562951,0.1183,1711.330782
440,10.0,4.625,31.6,78.6,2.485,0.034245,17.063437,0.030479,15.696862,0.1087,1762.155686
441,2.0,4.63,30.4,77.6,2.555,0.074389,32.336874,0.04148,23.717509,0.1362,2585.706306
442,9.0,4.805,32.2,123.1,3.823,0.060846,25.16668,0.038823,18.584766,0.1353,2263.336107
443,2.0,4.705,31.3,76.8,2.449,0.056225,23.752932,0.038455,18.201597,0.1306,2316.524749
444,6.0,4.665,34.2,84.0,2.455,0.085455,39.815864,0.041296,29.180769,0.1366,2855.122243
445,7.0,4.64,28.4,64.0,2.251,0.050949,22.21836,0.037373,20.895632,0.1065,3198.699402
446,10.0,5.175,57.9,139.7,2.415,0.060641,22.254021,0.043712,23.467943,0.0949,2793.444421
447,1.0,4.595,26.0,60.6,2.332,0.035197,19.910579,0.027746,15.472626,0.1287,2929.339671
448,2.0,4.695,28.8,65.2,2.26,0.031998,20.348322,0.024882,17.8258,0.1142,2915.148489
449,3.0,4.57,36.5,74.1,2.027,0.055292,25.167429,0.03772,19.116672,0.1315,2788.249574
450,8.0,4.7,42.1,84.9,2.016,0.06354,25.085618,0.041851,21.429881,0.117,2607.519244
451,10.0,4.575,45.9,82.4,1.794,0.042003,18.975621,0.035563,24.508592,0.0773,2838.987378
452,6.0,4.42,60.9,94.7,1.553,0.029326,17.356494,0.025354,13.438855,0.1293,2172.211451
453,10.0,4.805,59.7,112.2,1.88,0.05867,23.71458,0.043157,22.089352,0.1074,2621.762265
454,10.0,4.61,52.3,83.3,1.593,0.052139,21.856898,0.038698,20.219472,0.1069,2676.96647
455,10.0,4.795,35.5,84.1,2.371,0.056898,20.408432,0.044369,24.95927,0.0818,2611.219848
456,2.0,4.62,28.6,85.8,3.001,0.059815,30.565831,0.037509,25.785084,0.1186,3647.630376
457,7.0,4.54,39.1,140.9,3.605,0.053157,24.399057,0.037703,24.8482,0.0982,3554.637543
458,2.0,4.65,36.2,82.4,2.277,0.056407,24.178483,0.03912,24.196639,0.0999,3599.853455
459,7.0,4.53,43.8,146.3,3.338,0.082181,30.218837,0.046174,27.622155,0.1094,2862.406886
460,10.0,4.78,47.6,116.8,2.455,0.087533,31.556984,0.047881,26.6214,0.1183,2949.969369
461,10.0,4.85,40.4,137.5,3.406,0.077592,29.639867,0.047051,27.726757,0.1066,3210.611496
462,10.0,4.37,73.2,122.5,1.673,0.111993,33.436142,0.057332,25.415092,0.1316,2347.046423
463,10.0,4.64,42.4,105.6,2.493,0.07672,30.519629,0.047173,26.068617,0.1157,2561.46547
464,7.0,4.69,47.5,89.8,1.89,0.073765,30.350844,0.044514,28.407393,0.1068,2912.844667
465,10.0,5.19,65.5,212.7,3.25,0.089613,32.872938,0.051755,37.444244,0.0878,3163.385728
466,10.0,5.22,45.1,241.3,5.35,0.075342,31.703036,0.044868,26.25627,0.1185,2553.264763
467,10.0,4.87,86.9,264.9,3.049,0.089629,31.014104,0.051949,28.769881,0.1069,2701.959175
468,6.0,4.53,38.0,136.9,3.601,0.026331,14.696939,0.026994,20.399853,0.0718,2825.414091
469,5.0,4.62,38.4,175.8,4.582,0.03514,17.311419,0.030786,22.92141,0.0755,3175.610231
470,2.0,4.585,45.4,158.8,3.501,0.059158,28.955909,0.037572,26.252208,0.1106,3389.069907
471,2.0,4.635,42.0,147.9,3.518,0.051411,24.808612,0.036078,22.554679,0.1102,3155.132683
472,10.0,4.85,35.4,79.0,2.235,0.049549,19.69654,0.038836,20.04883,0.0982,3328.714954
473,10.0,4.735,43.3,138.5,3.201,0.064177,26.984922,0.041865,22.854409,0.1164,2836.876019
474,7.0,4.585,43.7,135.3,3.096,0.05845,23.713368,0.041252,24.683656,0.095,3281.595701
475,5.0,4.57,43.1,137.1,3.177,0.056021,25.895507,0.038397,25.995461,0.0985,3160.970516
476,10.0,6.805,44.6,173.3,3.887,0.081041,29.889209,0.048895,30.780041,0.0974,2640.360255
477,8.0,4.83,41.3,100.8,2.444,0.057799,25.827511,0.03999,25.804212,0.1001,3204.683546
478,3.0,4.545,47.0,128.8,2.739,0.071799,35.451992,0.040764,33.648112,0.1052,2980.787526
479,2.0,4.385,62.1,174.5,2.812,0.063156,30.03053,0.038041,24.298956,0.122,2479.228342
480,2.0,4.55,32.2,155.6,4.831,0.048849,24.295154,0.034867,19.890582,0.1221,2729.18732
481,3.0,4.57,32.8,69.0,2.101,0.030044,18.704155,0.025201,19.455896,0.0961,2982.128697
482,10.0,8.135,68.0,369.7,5.433,0.168042,42.857602,0.071557,43.286386,0.099,2397.510045
483,10.0,8.29,105.4,517.0,4.907,0.185552,43.552011,0.076191,45.215571,0.0968,2667.513102
484,3.0,5.295,27.3,85.7,3.141,0.096854,43.871355,0.045305,34.272668,0.1282,2656.55071
485,5.0,4.85,32.6,80.5,2.471,0.054768,27.152996,0.035522,22.163559,0.1226,2807.011633
486,2.0,4.42,25.4,72.1,2.841,0.03121,18.127512,0.026149,14.01709,0.1264,2506.068429
487,10.0,4.985,51.9,132.6,2.554,0.067021,26.785784,0.043822,30.763636,0.087,3356.609244
488,3.0,4.73,36.5,118.5,3.248,0.054794,26.328801,0.0381,30.596279,0.0863,3710.031812
489,10.0,4.965,41.1,162.4,3.949,0.084256,33.717357,0.046817,33.744537,0.0998,3079.73751
490,2.0,4.68,26.6,69.8,2.63,0.065222,31.527485,0.039115,30.258636,0.1038,3106.143573
